poi_code	orig_postcode	orig_city	orig_street	orig_housenumber	orig_conscriptionnumber	orig_name	new_postcode	new_city	new_street	new_housenumber	new_conscriptionnumber	new_name
*	3849	Forró	Széchenyi utca	*			3849	Forró	Széchenyi István utca	*		
*	3851	Ináncs	Rákóczi út	*			3851	Ináncs	Rákóczi utca	*		
*	3860	Encs	Petőfi Sándor út	*			3860	Encs	Petőfi út	*		
*	3863	Szalaszend	Jókai út	*			3863	Szalaszend	Jókai Mór utca	*		
*	3866	Szemere	Fő út	*			3866	Szemere	Fő utca	*		
*	3871	Méra	Vasút út	*			3871	Méra	Vasút utca	*		
*	3872	Novajidrány	József Attila út	*			3872	Novajidrány	József Attila utca	*		
*	3874	Hernádvécse	Rákóczi út	*			3874	Hernádvécse	Rákóczi utca	*		
*	3881	Abaújszántó	Jászai tér	*			3881	Abaújszántó	Jászay Pál tér	*		
*	3885	Boldogkőváralja	Kossuth út	*			3885	Boldogkőváralja	Kossuth utca	*		
*	3888	Vizsoly	Szent János út	*			3888	Vizsoly	Szent János utca	*		
*	3891	Vilmány	Fő út	*			3891	Vilmány	Fő utca	*		
*	3894	Göncruszka	Fő út	*			3894	Göncruszka	Fő utca	*		
*	3895	Gönc	Károli Gáspár utca	*			3895	Gönc	Károlyi Gáspár utca	*		
*	3895	Gönc	Kossuth út	*			3895	Gönc	Kossuth Lajos utca	*		
*	3896	Telkibánya	Petőfi út	*			3896	Telkibánya	Petőfi utca	*		
*	3900	Szerencs	Gyár út	*			3900	Szerencs	Gyár utca	*		
*	3900	Szerencs	Kossuth tér	*			3900	Szerencs	Kossuth Lajos tér	*		
*	3903	Bekecs	Honvéd út	*			3903	Bekecs	Honvéd utca	*		
*	3906	Golop	Jókai út	*			3906	Golop	Jókai Mór utca	*		
*	3907	Tállya	Rákóczi út	*			3907	Tállya	Rákóczi utca	*		
*	3908	Rátka	Kossuth út	*			3908	Rátka	2602378	*		
*	3909	Mád	Rákóczi út	*			3909	Mád	Rákóczi utca	*		
*	3910	Tokaj	Csokonai út				3910	Tokaj	Csokonai utca			
hupostapo	3911	Tokaj	Rákóczi út	24			3911	Tokaj	Rákóczi utca	24		
*	3915	Tarcal	Fő út	*			3915	Tarcal	Fő utca	*		
*	3916	Bodrogkeresztúr	Kossuth út	*			3916	Bodrogkeresztúr	Kossuth utca	*		
*	3917	Bodrogkisfalud	Kossuth út	*			3917	Bodrogkisfalud	Kossuth Lajos utca	*		
*	3922	Taktaharkány	Deák út	*			3922	Taktaharkány	Deák utca	*		
*	3923	Gesztely	Petőfi út	*			3923	Gesztely	Petőfi Sándor utca	*		
*	3925	Prügy	Szabadság út	*			3925	Prügy	Szabadság utca	*		
*	3926	Taktabáj	Alkotmány út	*			3926	Taktabáj	Alkotmány utca	*		
hupostapo	3927	Csobaj	Rákóczi út	2/A			3927	Csobaj	Rákóczi utca	2/a		
*	3929	Tiszaladány	Kossuth út	*			3929	Tiszaladány	Kossuth Lajos utca	*		
*	3931	Mezőzombor	Rákóczi út	*			3931	Mezőzombor	Rákóczi utca	*		
*	3932	Erdőbénye	Hunyadi út	*			3932	Erdőbénye	Hunyadi János utca	*		
*	3935	Erdőhorváti	Kassai út	*			3935	Erdőhorváti	Kassai utca	*		
*	3941	Vámosújfalu	Csécsi Nagy Pál út	*			3941	Vámosújfalu	Csécsi Nagy Pál utca	*		
*	3943	Bodrogolaszi	Vasút út	*			3943	Bodrogolaszi	Vasút utca	*		
*	3950	Sárospatak	Rákóczi Ferenc utca	*			3950	Sárospatak	Rákóczi út	*		
*	3954	Györgytarló	Széchenyi út	*			3954	Györgytarló	Széchenyi utca	*		
*	3955	Kenézlő	Kárpát út	*			3955	Kenézlő	Kárpát utca	*		
*	3958	Hercegkút	Petőfi út	*			3958	Hercegkút	Petőfi Sándor utca	*		
*	3961	Vajdácska	Fő út	*			3961	Vajdácska	Fő utca	*		
*	3963	Karcsa	Szabadság út	*			3963	Karcsa	Szabadság utca	*		
*	3971	Tiszakarád	Engels út	*			3971	Tiszakarád	Engels Frigyes utca	*		
*	3973	Cigánd	Petőfi út	*			3973	Cigánd	Petőfi Sándor utca	*		
*	3974	Ricse	Kossuth út	*			3974	Ricse	Kossuth Lajos utca	*		
hupostapo	3974	Semjén	Kossuth utca	33/A			3974	Semjén	Kossuth Lajos utca	33/a		
*	3977	Zemplénagárd	Fő út	*			3977	Zemplénagárd	Fő utca	*		
*	3980	Sátoraljaújhely	Kazinczy utca	105			3980	Sátoraljaújhely	Kazinczy Ferenc utca	105		
*	3980	Sátoraljaújhely	Kazinczy utca		7602		3980	Sátoraljaújhely	Kazinczy Ferenc utca		7602	
*	3980	Sátoraljaújhely	Petőfi utca	*			3980	Sátoraljaújhely	Petőfi Sándor utca	*		
*	3980	Sátoraljaújhely	Vár hegy	*			3980	Sátoraljaújhely	2949652	*		
*	3980	Sátoraljaújhely	Várhegy utca				3980	Sátoraljaújhely	2949652			
hupostapo	3981	Sátoraljaújhely	Fasor út	19			3981	Sátoraljaújhely	Fasor utca	19		
hupostapo	3981	Sátoraljaújhely	Kazinczy út	10			3981	Sátoraljaújhely	Kazinczy Ferenc utca	10		
*	3987	Bodroghalom	Szabadság út	*			3987	Bodroghalom	Szabadság utca	*		
hupostapo	3988	Sátoraljaújhely	Kazinczy út	202			3988	Sátoraljaújhely	Kazinczy Ferenc utca	202		
*	3989	Mikóháza	Szabadság út	*			3989	Mikóháza	Szabadság utca	*		
*	3992	Kovácsvágás	Fő út	*			3992	Kovácsvágás	Fő utca	*		
*	4002	Debrecen	Elek út	*			4002	Debrecen	Elek utca	*		
*	4031	Debrecen	Külső Balmazújváosi út	*			4002	Debrecen	Külső Balmazújvárosi út	*		
*	4030	Debrecen	Mikepércsi út	73			4002	Debrecen	Mikepércsi út	73		
*	4030	Debrecen	Mikepércsi út	73/A			4002	Debrecen	Mikepércsi út	73/a		
hupostapo	4003	Debrecen	Ifjuság utca	1			4003	Debrecen	Ifjúság utca	1		
*	4014	Debrecen	Mezőgazdász út	*			4014	Debrecen	Mezőgazdász utca	*		
*	4024	Debrecen	Petőfi tér	12			4025	Debrecen	Petőfi tér	12		
*	4025	Debrecen	Piac u.	1-3			4025	Debrecen	Piac utca	1-3		
*	4025	Debrecen	Segner János tér	*			4025	Debrecen	Segner tér	*		
*	4031	Debrecen	Péterfia utca	*			4026	Debrecen	Péterfia utca	*		
*	4000	Debrecen	Böszörményi út	1			4027	Debrecen	Böszörményi út	1		
hupostacso	4050	Debrecen	Füredi út	27			4027	Debrecen	Füredi út	27		
*	4032	Debrecen	Füredi út	27			4027	Debrecen	Füredi út	27		
*	4028	Debrecen	Kassai utca	*			4028	Debrecen	Kassai út	*		
*	4029	Debrecen	Benedek tér				4029	Debrecen	Benedek Elek tér			
*	4024	Debrecen	Csapó út	30			4029	Debrecen	Csapó utca	30		
*	4024	Debrecen	Csapó utca	30			4029	Debrecen	Csapó utca	30		
*	4030	Debrecen	Mikepércsi út	I.			4030	Debrecen	Mikepércsi út	/i		
*	4002	Debrecen	Balmazújvárosi út	11			4031	Debrecen	Balmazújvárosi út	11		
*	4032	Debrecen	Balmazújvárosi út	5			4031	Debrecen	Balmazújvárosi út	5		
*	4033	Debrecen	Derék utca	68/B			4031	Debrecen	Derék utca	68/b		
*	4031	Debrecen	István utca	*			4031	Debrecen	István út	*		
*	4031	Debrecen	Kishatár út	*			4031	Debrecen	Kishatár utca	*		
*	4031	Debrecen	Kishatár út	34/B			4031	Debrecen	Kishatár utca	34/b		
*	4032	Debrecen	Poroszlay utca	*			4032	Debrecen	Poroszlay út	*		
*	4080	Hajdúnánás	Bocskai út	*			4080	Hajdúnánás	Bocskai utca	*		
hupostapo	4081	Hajdúnánás	Kossuth utca	1			4081	Hajdúnánás	Kossuth Lajos utca	1		
*	0	Polgár	M3 autópálya				4090	Polgár	M3 autópálya			
*	4090	Polgár	Tiszaiúti tanya	7/A			4090	Polgár	Tiszaúti tanya	7/a		
*	4096	Újtikos	Fő út	*			4096	Újtikos	Fő utca	*		
*	4100	Berettyóújfalu	Dózsa György út	*			4100	Berettyóújfalu	Dózsa György utca	*		
*	4100	Berettyóújfalu	Földesi utca	*			4100	Berettyóújfalu	Földesi út	*		
hupostapo	4101	Berettyóújfalu	Millennium út	12			4101	Berettyóújfalu	Millennium utca	12		
*	4135	Körösszegapáti	Kossuth utca	*			4135	Körösszegapáti	Kossuth Lajos utca	*		
*	4141	Furta	Szabadság utca	*			4141	Furta	Szabadság út	*		
*	4145	Csökmő	Kossuth utca	*			4145	Csökmő	Kossuth Lajos utca	*		
*	4150	Püspökladány	Kossuth utca	*			4150	Püspökladány	Kossuth Lajos utca	*		
*	4150	Püspökladány	Petőfi utca	*			4150	Püspökladány	Petőfi Sándor utca	*		
hupostapo	4151	Püspökladány	Kossuth utca	9			4151	Püspökladány	Kossuth Lajos utca	9		
*	4172	Biharnagybajom	Kossuth utca	*			4172	Biharnagybajom	Kossuth út	*		
hupostapo	4174	Bihartorda	Kossuth Lajos utca	41/D			4174	Bihartorda	Kossuth Lajos út	41/d		
*	4175	Bihardancsháza	Kossuth Lajos út	*			4175	Bihardancsháza	Kossuth Lajos utca	*		
*	4200	Hajdúszoboszló	Kabai útfél		0228/2		4200	Hajdúszoboszló	Kabai út		0228/2	
*	4200	Hajdúszoboszló	kabai útfél				4200	Hajdúszoboszló	Kabai út			
*	4200	Hajdúszoboszló	Kabai útfél	22			4200	Hajdúszoboszló	Kabai út		22	
*	4200	Hajdúszoboszló	Szilfákalja utca	*			4200	Hajdúszoboszló	Szilfákalja	*		
hupostapo	4202	Hajdúszoboszló	Szilfákalja utca	44			4202	Hajdúszoboszló	Szilfákalja	44		
*	4211	Ebes	Kossuth utca	*			4211	Ebes	Kossuth Lajos utca	*		
*	4220	Hajdúböszörmény	Baltazár Dezső utca	*			4220	Hajdúböszörmény	Balthazár Dezső utca	*		
*	4220	Hajduböszörmény	bánság tér				4220	Hajdúböszörmény	Bánság tér			
*	0	Józsa	M35 autópálya 31. km szelvény JOBB oldal				4225	Debrecen	M35 autópálya			
*	0	Józsa	M35 autópálya 31. km szelvény BAL oldal				4225	Debrecen	M35 autópálya			
*	4225	Debrecen	Szentgyörgyfalvi utca	*			4225	Debrecen	Szentgyörgyfalvi út	*		
*	4242	Hajdúhadház	Földi János utca	55/A			4242	Hajdúhadház	Dr. Földi János utca	55/a		
*	4244	Újfehértó	Bartók Béla út	*			4244	Újfehértó	Bartók Béla utca	*		
*	4244	Újfehértó	Nyíregyházi utca	*			4244	Újfehértó	Nyíregyházi út	*		
*	4251	Hajdúsámson	Petőfi utca	*			4251	Hajdúsámson	Petőfi út	*		
*	4251	Hajdúsámson	Kiscsere utca	*			4251	Hajdúsámson	2949588	*		
*	4274	Hosszúpályi	Petőfi utca	*			4274	Hosszúpályi	Petőfi Sándor utca	*		
*	4287	Vámospércs	Debreceni út				4287	Vámospércs	Debreceni utca			
*	4300	Nyírbátor	Debrecen út	*			4300	Nyírbátor	Debreceni utca	*		
*	4300	Nyírbátor	Zrínyi Ilona út	*			4300	Nyírbátor	Zrínyi Ilona utca	*		
*	4320	Nagykálló	Korányi Frigyes út	*			4320	Nagykálló	Korányi Frigyes utca	*		
*	4320	Nagykálló	Korányi Frigyes út				4320	Nagykálló	Korányi Frigyes utca			
*	4324	Kállósemjén	Kossuth út	*			4324	Kállósemjén	Kossuth utca	*		
*	4326	Máriapócs	Petri utca	*			4326	Máriapócs	Petri út	*		
*	4331	Nyírcsászári	Kossuth út	*			4331	Nyírcsászári	Kossuth Lajos utca	*		
*	4334	Hodász	Széchenyi István út	*			4334	Hodász	Széchenyi István utca	*		
*	4335	Kántorjánosi	Kossuth utca	16/A			4335	Kántorjánosi	Kossuth Lajos út	16/a		
*	4337	Jármi	Petőfi Sándor utca	*			4337	Jármi	Petőfi utca	*		
*	4338	Papos	Petőfi Sándor utca	*			4338	Papos	Petőfi utca	*		
*	4352	Mérk	Béke út	*			4352	Mérk	Béke utca	*		
*	4352	Mérk	Hunyadi utca	*			4352	Mérk	Hunyadi János utca	*		
*	4375	Piricse	Kossuth utca	*			4375	Piricse	Kossuth Lajos utca	*		
hupostacso	4420	Nyíregyháza	Állomás tér	2			4400	Nyíregyháza	Állomás tér	2		
*	4401	Nyíregyháza	Kert utca	47			4400	Nyíregyháza	Kert utca	47		
*	4400	Nyíregyháza	Kossuth Lajos tér	*			4400	Nyíregyháza	Kossuth tér	*		
*	4400	Nyíregyháza	Nagy Imre ter 1., korzó				4400	Nyíregyháza	Nagy Imre tér	1		
*	4400	Nyiregyháza	Orosi út	22			4400	Nyíregyháza	Orosi út	22		
*	4400	Nyíregyháza	Debreceni út	99			4405	Nyíregyháza	Debreceni út	99		
*	4405	Nyíregyháza	Margaréta utca	*			4405	Nyíregyháza	Margaretta utca	*		
hupostapo	4435	Nyíregyháza	Fenyő út	1			4435	Nyíregyháza	Fenyő utca	1		
*	4450	Tiszalök	Táncsics Mihály utca	*			4450	Tiszalök	Táncsics utca	*		
*	4461	Nyírtelek	Petőfi utca	*			4461	Nyírtelek	Petőfi Sándor utca	*		
*	4463	Tiszanagyfalu	Kossuth út	*			4463	Tiszanagyfalu	Kossuth utca	*		
*	4464	Tiszaeszlár	Rákóczi utca	*			4464	Tiszaeszlár	Rákóczi Ferenc utca	*		
*	4465	Rakamaz	tokaji út				4465	Rakamaz	Tokaji utca			
*	4466	Timár	Szabadság út	*			4466	Timár	Szabadság utca	*		
*	4468	Balsa	Szabolcs vezér utca	*			4468	Balsa	Szabolcsvezér utca	*		
*	4471	Gávavencsello	Petőfi utca	*			4471	Gávavencsellő	Petőfi utca	*		
*	4491	Újdombrád	Templom utca	*			4491	Újdombrád	Templom út	*		
*	4496	Szabolcsveresmart	Petőfi út	*			4496	Szabolcsveresmart	Petőfi utca	*		
*	4515	Kék	Petőfi utca	*			4515	Kék	Petőfi Sándor utca	*		
*	4521	Berkesz	Rákóczi út	*			4521	Berkesz	Rákóczi utca	*		
*	4522	Nyírtass	Árpád út	*			4522	Nyírtass	Árpád utca	*		
*	4523	Pátroha	Szabadság út	*			4523	Pátroha	Szabadság utca	*		
*	4525	Rétközberencs	Fő út	*			4525	Rétközberencs	Fő utca	*		
*	4534	Székely	Radnóti utca	*			4534	Székely	Radnóti Miklós utca	*		
*	4535	Nyíribrony	Fő út	*			4535	Nyíribrony	Fő utca	*		
*	4536	Ramocsaháza	Görgey utca	*			4536	Ramocsaháza	Görgey Artúr utca	*		
*	4541	Nyírjákó	Petőfi utca	*			4541	Nyírjákó	Petőfi Sándor utca	*		
hupostapo	4544	Nyírkarász	Kossuth utca	1/A			4544	Nyírkarász	Kossuth út	1/a		
*	4546	Anarcs	Táncsics utca	*			4546	Anarcs	Táncsics Mihály utca	*		
*	4547	Szabolcsbáka	Petőfi utca	*			4547	Szabolcsbáka	2602168	*		
*	4554	Nyírtét	Petőfi Sándor út	*			4554	Nyírtét	Petőfi Sándor utca	*		
hupostapo	4554	Nyírtét	Petőfi Sándor út	9			4554	Nyírtét	Petőfi Sándor utca	1		
*	4556	Magy	Kossuth utca	*			4556	Magy	Kossuth Lajos utca	*		
*	4557	Besenyőd	Fő út	*			4557	Besenyőd	Fő utca	*		
*	4562	Vaja	Rohodi út	*			4562	Vaja	Rohodi utca	*		
*	4564	Nyírmada	Ady Endre utca	*			4564	Nyírmada	Ady Endre út	*		
*	4565	Pusztadobos	Kossuth utca	*			4565	Pusztadobos	Kossuth Lajos utca	*		
*	4567	Gemzse	Kossuth út	*			4567	Gemzse	Kossuth utca	*		
*	4600	Kisvárda	Attila utca	*			4600	Kisvárda	Attila út	*		
*	4600	Kisvarda	Csillag utca	*			4600	Kisvárda	Csillag utca	*		
*	4600	Kisvárda	Városmajor út	*			4600	Kisvárda	Városmajor utca	*		
*	4628	Tiszaszentmárton	Táncsics utca	*			4628	Tiszaszentmárton	Táncsics út	*		
*	4631	Pap	Kossuth út	*			4631	Pap	Kossuth Lajos utca	*		
*	4700	Mátészalka	Alkotmány utca	*			4700	Mátészalka	Alkotmány út	*		
*	4700	Mátészalka	Eötvös utca	*			4700	Mátészalka	Eötvös József utca	*		
*	4700	Mátészalka	Jármi utca	*			4700	Mátészalka	Jármi út	*		
*	4700	Mátészalka	Kazinczy u.	*			4700	Mátészalka	Kazinczy Ferenc utca	*		
*	4700	Mátészalka	Kölcsey utca	*			4700	Mátészalka	Kölcsey Ferenc utca	*		
*	4700	Mátészalka	Szalkai László utca	*			4700	Mátészalka	Szalkay László utca	*		
*	4732	Cégénydányád	Dózsa út	*			4732	Cégénydányád	Dózsa György utca	*		
*	4735	Szamossályi	Kossuth Lajos utca	*			4735	Szamossályi	Kossuth Lajos út	*		
*	4741	Jánkmajtis	Kossuth Lajos út	*			4741	Jánkmajtis	Kossuth Lajos utca	*		
*	4743	Csengersima	Kossuth Lajos utca	*			4743	Csengersima	Kossuth utca	*		
*	4752	Győrtelek	Kossuth utca	*			4752	Győrtelek	Kossuth Lajos utca	*		
*	4762	Tyukod	Árpád út	*			4762	Tyukod	Árpád utca	*		
*	4763	Ura	Kossuth utca	*			4763	Ura	Kossuth Lajos utca	*		
*	4765	Csenger	Ady Endre utca				4765	Csenger	Ady Endre út			
*	4765	Csenger	Rákóczi utca	*			4765	Csenger	Rákóczi út	*		
*	4766	Pátyod	Kossuth utca	*			4766	Pátyod	Kossuth Lajos utca	*		
*	4767	Szamosangyalos	Rákóczi utca	*			4767	Szamosangyalos	Rákóczi Ferenc utca	*		
*	4811	Kisvarsány	Dózsa György út	*			4811	Kisvarsány	Dózsa György utca	*		
*	4822	Nyírparasznya	Rákóczi út	*			4822	Nyírparasznya	Rákóczi Ferenc utca	*		
*	4836	Lónya	Árpád vezér utca	*			4836	Lónya	Árpád utca	*		
*	4841	Jánd	Rákóczi út	*			4841	Jánd	Rákóczi Ferenc utca	*		
*	4900	Fehérgyarmat	Alkotmány út	*			4900	Fehérgyarmat	Alkotmány utca	*		
*	4931	Tarpa	Kossuth utca	*			4931	Tarpa	Kossuth Lajos utca	*		
*	4931	Tarpa	Kossuth utca	51/B			4931	Tarpa	Kossuth Lajos utca	51/b		
*	4933	Beregsurány	Árpád út	*			4933	Beregsurány	Árpád utca	*		
*	4934	Beregdaróc	Szabadság út	*			4934	Beregdaróc	Szabadság utca	*		
*	4936	Vámosatya	Szabadság út	*			4936	Vámosatya	Szabadság utca	*		
*	4943	Kömörő	Kossuth utca	*			4943	Kömörő	2653780	*		
*	4948	Milota	Kossuth utca	*			4948	Milota	Kossuth Lajos utca	*		
*	4951	Tiszabecs	Rákóczi utca	*			4951	Tiszabecs	Rákóczi Ferenc utca	*		
*	4954	Sonkád	Rákóczi utca	*			4954	Sonkád	Rákóczi Ferenc utca	*		
*	5000	Szolnok	Abonyi út	.			5000	Szolnok	Abonyi út			
*	5000	Szolnok	Ady Endre út	*			5000	Szolnok	Ady Endre utca	*		
*	5000	Szolnok	Ady Endre út	28/A			5000	Szolnok	Ady Endre utca	28/a		
*	5000	Szolnok	Délibáb u.	*			5000	Szolnok	Délibáb utca	*		
*	5000	Szolnok	Hősök tér	*			5000	Szolnok	Hősök tere	*		
*	5000	Szolnok	Hunyadi út	*			5000	Szolnok	Hunyadi János utca	*		
*	5000	Szolnok	József Attila út	*			5000	Szolnok	József Attila utca	*		
*	5000	Szolnok	Jubileumi tér	*			5000	Szolnok	Jubileum tér	*		
*	5000	Szolnok	Mártírok út				5000	Szolnok	Mártírok útja			
*	5000	Szolnok	Mátyás Király út	*			5000	Szolnok	Mátyás király út	*		
*	5000	Szolnok	Szapáry u.	*			5000	Szolnok	Szapáry utca	*		
*	5000	Szolnok	Városmajor út	*			5000	Szolnok	Városmajor utca	*		
hupostapo	5005	Szolnok	Széchenyi körút	121			5005	Szolnok	Széchenyi István körút	121		
hupostapo	5006	Szolnok	Városmajor út	55			5006	Szolnok	Városmajor utca	55		
*	5000	Szolnok	Karinthy Frigyes út	*			5008	Szolnok	Karinthy Frigyes út	*		
*	5000	Szolnok	Simon Ferenc utca	55/A			5008	Szolnok	Simon Ferenc utca	55/a		
*	5061	Tiszasüly	Kiséri utca	*			5061	Tiszasüly	Kiséri út	*		
*	5065	Nagykörű	Szabadság utca	*			5065	Nagykörű	Szabadság út	*		
*	5081	Szajol	Táncsics Mihály utca	*			5081	Szajol	Táncsics út	*		
*	5081	Szajol	4-es főút	*			5081	Szajol	4. számú főközlekedési út	*		
*	5082	Tiszatenyő	Béke út	*			5082	Tiszatenyő	Béke utca	*		
*	5282	Tiszatenyő	Béke út	*			5082	Tiszatenyő	Béke utca	*		
*	5083	Kengyel	Kossuth út	*			5083	Kengyel	Kossuth Lajos út	*		
*	5084	Rákócziújfalu	Fő utca	*			5084	Rákócziújfalu	Fő út	*		
*	0	Tószeg	Várkonyi utca	*			5091	Tószeg	Várkonyi út	*		
humolfu	5100	Jászberény	Szolnoki utca				5100	Jászberény	Jásztelki út			
hupostapo	5101	Jászberény	Lehel Vezér tér	7-8			5101	Jászberény	Lehel vezér tér	7-8		
hupostapo	5102	Jászberény	Kossuth utca	109			5102	Jászberény	Kossuth Lajos utca	109		
*	5125	Pusztamonostor	32 ES főút		0102/45		5125	Pusztamonostor	32. számú főközlekedési út		0102/45	
*	5126	Jászfényszaru	Samsung tér	*			5126	Jászfényszaru	2949342	*		
*	5126	Jászfényszaru	Trianon tér	*			5126	Jászfényszaru	2949346	*		
*	5130	Jászapáti	Kisjárási utca	*			5130	Jászapáti	Kisjárási út	*		
*	5135	Jászivány	Turul út	*			5135	Jászivány	Turul utca	*		
*	5200	Törökszentmiklós	Kossuth Lajos út	*			5200	Törökszentmiklós	Kossuth Lajos utca	*		
hupostapo	5201	Törökszentmiklós	Kossuth utca	127			5201	Törökszentmiklós	Kossuth Lajos utca	127		
hupostapo	5203	Törökszentmiklós	Vörösmarty út	53			5203	Törökszentmiklós	Vörösmarty utca	53		
*	5211	Tiszapüspöki	Fő út	*			5211	Tiszapüspöki	Fő utca	*		
*	5222	Örményes	MÁV Állomás dűlő	*			5222	Örményes	Máv Állomás dűlő	*		
*	5232	Tiszabő	Fő utca	*			5232	Tiszabő	Fő út	*		
*	5234	Tiszaroff	Szabadság utca	*			5234	Tiszaroff	Szabadság út	*		
*	5241	Abádszalók	Deák Ferenc út	*			5241	Abádszalók	Deák Ferenc utca	*		
*	5244	Tiszaszőlős	Fő utca	*			5244	Tiszaszőlős	Fő út	*		
*	5300	Karcag	Bajcsy Zsilinszky utca				5300	Karcag	Bajcsy-Zsilinszky utca			
*	5300	Karcag	Gyarmati utca				5300	Karcag	Gyarmati út			
*	5300	Karcag	HORVÁTH F út	*			5300	Karcag	Horváth Ferenc utca	*		
*	5300	Karcag	Horváth utca	*			5300	Karcag	Horváth Ferenc utca	*		
*	5300	Karcag	Kisújszállási utca	*			5300	Karcag	Kisújszállási út	*		
hupostapo	5302	Karcag	Móricz Zsigmond út	1			5302	Karcag	Móricz Zsigmond utca	1		
hupostapo	5311	Kisújszállás	Szabadság tér	6			5311	Kisújszállás	Szabadság téri lakótelep	6		
hupostapo	5324	Tomajmonostora	Széchenyi utca	63/A			5324	Tomajmonostora	Széchenyi út	63/a		
*	5340	Kunhegyes	KOSSUTH LAJOS u	*			5340	Kunhegyes	Kossuth Lajos utca	*		
*	5350	Tiszafüred	Húszöles utca	2/B			5350	Tiszafüred	Húszöles út	2/b		
*	5400	Mezőtúr	Balassi Bálint utca				5400	Mezőtúr	Balassa Bálint utca			
*	5400	Mezőtúr	Dózsa György utca	*			5400	Mezőtúr	Dózsa György út	*		
hupostapo	5401	Mezőtúr	Kossuth tér	10			5401	Mezőtúr	Kossuth Lajos tér	10		
*	5411	Kétpó	Ond Vezér út	*			5411	Kétpó	Ond vezér út	*		
*	5420	Túrkeve	Kabai út	*			5420	Túrkeve	Kabai utca	*		
*	5420	Túrkeve	Kenyérmezei út	*			5420	Túrkeve	Kenyérmezei utca	*		
*	5440	Kunszentmárton	Szent István Király utca	*			5440	Kunszentmárton	Szent István király utca	*		
*	5451	Öcsöd	Bem út	*			5451	Öcsöd	Bem József út	*		
*	5476	Szelevény	Kossuth Lajos út	*			5476	Szelevény	Kossuth Lajos utca	*		
*	5500	Gyomaendrőd	KOSSUTH LAJOS u	*			5500	Gyomaendrőd	Kossuth Lajos utca	*		
hupostapo	5501	Gyomaendrőd	Kossuth Lajos út	28			5501	Gyomaendrőd	Kossuth Lajos utca	28		
*	5510	Dévaványa	Kőrösladányi út	*			5510	Dévaványa	Körösladányi utca	*		
*	5516	Körösladány	Türöry utca	*			5516	Körösladány	Tüköry Lajos utca	*		
*	5520	Szeghalom	Ady Endre út	*			5520	Szeghalom	Ady Endre utca	*		
*	5520	Szeghalom	Kinizsi utca	*			5520	Szeghalom	Kinizsi Pál utca	*		
*	5527	Bucsa	Kossuth tér	*			5527	Bucsa	Kossuth Lajos tér	*		
*	5527	Bucsa	Kossuth utca	*			5527	Bucsa	Kossuth Lajos utca	*		
*	5540	Szarvas	Szabadság utca	*			5540	Szarvas	Szabadság út	*		
*	5553	Kondoros	Hősök utca	*			5553	Kondoros	Hősök útja	*		
*	5600	Békéscsaba	Békéscsaba, Andrássy út	*			5600	Békéscsaba	Andrássy út	*		
*	5600	Békéscsaba	Corvin u.	*			5600	Békéscsaba	Corvin utca	*		
*	5600	Békéscsaba	Corvin J. utca	*			5600	Békéscsaba	Corvin utca	*		
*	0	Békéscsaba	Gyár utca	*			5600	Békéscsaba	Gyár utca	*		
*	5600	Békéscsaba	Gyulai utca	*			5600	Békéscsaba	Gyulai út	*		
*	5600	Békéscsaba	GYULAI út	*			5600	Békéscsaba	Gyulai út	*		
hupostacso	5620	Békéscsaba	Szabadság tér	1-3			5600	Békéscsaba	Szabadság tér	1-3		
hupostapo	5601	Békéscsaba	Munkácsy út	6-8			5601	Békéscsaba	Munkácsy utca	6-8		
*	5621	Csárdaszállás	Petőfi utca	*			5621	Csárdaszállás	Petőfi Sándor utca	*		
*	5622	Köröstarcsa	Kossuth utca	*			5622	Köröstarcsa	Kossuth Lajos utca	*		
*	5624	Doboz	Nagyváradi utca	*			5624	Doboz	Nagyváradi út	*		
*	5631	Békés	csabai út				5630	Békés	Csabai utca			
*	5630	Békés	Kossuth Lajos út	*			5630	Békés	Kossuth Lajos utca	*		
*	5650	Mezőberény	Békési utca	*			5650	Mezőberény	Békési út	*		
*	5650	Mezőberény	Fő utca	*			5650	Mezőberény	Fő út	*		
*	5650	Mezőberény	Kossuth Lajos tér	*			5650	Mezőberény	Kossuth tér	*		
*	5673	Kamut	Petőfi utca	*			5673	Kamut	Petőfi Sándor utca	*		
*	5700	Gyula	csabai út				5700	Gyula	Csabai út			
*	5700	Gyula	Karácsony János utca	*			5700	Gyula	Karácsonyi János utca	*		
*	5700	Gyula	Pósteleki út	22/A			5700	Gyula	Pósteleki utca	22/a		
*	5700	Gyula	Szent István u.	*			5700	Gyula	Szent István utca	*		
hupostapo	5702	Gyula	Várkert 				5702	Gyula	Várkert utca			
*	5711	Gyula	Széchenyi utca	*			5711	Gyula	Széchenyi út	*		
*	5720	Sarkad	Szalontai utca	*			5720	Sarkad	Szalontai út	*		
hupostapo	5725	Kötegyán	Vasút utca	2.			5725	Kötegyán	Vasút utca	2		
*	5731	Sarkadkeresztúr	Vörösmarty utca	*			5731	Sarkadkeresztúr	Vörösmarty út	*		
*	5742	Elek	Gyulai utca	*			5742	Elek	Gyulai út	*		
*	5744	Kevermes	Battonyai utca	*			5744	Kevermes	Battonyai út	*		
*	5746	Kunágota	Rákóczi utca	*			5746	Kunágota	Rákóczi Ferenc utca	*		
*	5746	Kunágota	Rákóczi utca	28/B			5746	Kunágota	Rákóczi Ferenc utca	28/b		
