poi_code	orig_postcode	orig_city	orig_street	orig_housenumber	orig_conscriptionnumber	orig_name	new_postcode	new_city	new_street	new_housenumber	new_conscriptionnumber	new_name
*	2030	Érd	Budai utca	*			2030	Érd	Budai út	*		
*	2030	Érd	Diósdi utca	*			2030	Érd	Diósdi út	*		
*	0	Érd	Erika utca	*			2030	Érd	Erika utca	*		
*	2030	Érd	Iparos út	*			2030	Érd	Iparos utca	*		
hupostapo	2033	Érd	Fő út	69			2033	Érd	Fő utca	69		
*	2030	Budaörs	Kandó Kálmán utca	*			2040	Budaörs	Kandó Kálmán utca	*		
*	2040	Budaörs	Kinizsi út	*			2040	Budaörs	Kinizsi utca	*		
*	2040	Budaörs	Rubik utca	*			2040	Budaörs	Rubik Ernő utca	*		
hupostacso	1838	Budaörs	Sport utca	2-4			2040	Budaörs	Sport utca	2-4		
*	2040	Budaörs	Szabadság utca	*			2040	Budaörs	Szabadság út	*		
*	2045	Törökbálint	Bajcsy-Zs. u.	*			2045	Törökbálint	Bajcsy-Zsilinszky utca	*		
*	2045	Törökbálint	Baross utca	*			2045	Törökbálint	Baross Gábor utca	*		
*	2045	Törökbálint	BAROSS u	*			2045	Törökbálint	Baross Gábor utca	*		
*	2040	Törökbálint	M0 Annahegyi pihenő				2045	Törökbálint	M0 autóút			
*	2045	Törökbálint	Raktárvárosi utca	*			2045	Törökbálint	Raktárvárosi út	*		
*	2045	Törökbálint	Park utca	*			2045	Törökbálint	Tópark utca	*		
hupostapo	2046	Törökbálint	Depo raktár 				2046	Törökbálint	Depo			
*	2049	Diósd	Kossuth Lajos út	*			2049	Diósd	Kossuth Lajos utca	*		
*	2049	Diósd	Sashegyi utca	22/A			2049	Diósd	Sashegyi út	22/a		
*	2051	Biatorbágy	Baross Gábor út	*			2051	Biatorbágy	Baross Gábor utca	*		
*	2060	Bicske	Csabdi út	*			2060	Bicske	Csabdi utca	*		
*	2071	Páty	Rákóczi utca	*			2071	Páty	Rákóczi Ferenc utca	*		
*	2072	Zsámbék	M1 28 KM észak				2072	Zsámbék	M1 autópálya			
*	2072	Zsámbék	Pihenő M1 autópálya				2072	Zsámbék	M1 autópálya			
*	2080	Pilisjászfalu	Kápolna út	*			2080	Pilisjászfalu	Kápolna utca	*		
*	2081	Piliscsaba	Bajcsy-Zsilinszky út	*			2081	Piliscsaba	Bajcsy-Zsilinszky utca	*		
*	2081	Piliscsaba	Egyetem u.	*			2081	Piliscsaba	Egyetem utca	*		
*	2081	Piliscsaba	Kinizsi u.	*			2081	Piliscsaba	Kinizsi Pál utca	*		
*	2083	Solymár	Mátyás Király utca	*			2083	Solymár	Mátyás király utca	*		
*	2082	Solymár	Szent Flórián utca	*			2083	Solymár	Szent Flórián utca	*		
*	2083	Solymár	Tersztyánszky Ödön utca	*			2083	Solymár	Terstyánszky utca	*		
*	2083	Solymár	Tersztyánszky út	*			2083	Solymár	Terstyánszky utca	*		
*	2084	Pilisszentiván	Szabadság utca	*			2084	Pilisszentiván	Szabadság út	*		
*	2085	Pilisvörösvár	Fő út	*			2085	Pilisvörösvár	Fő utca	*		
*	2086	Tinnye	Bajcsy-Zsilinszky utca	*			2086	Tinnye	Bajcsy-Zsilinszky Endre utca	*		
hupostapo	2087	Piliscsaba	Klotildliget, Egyetem utca	1			2087	Piliscsaba	Egyetem utca	1		
*	2089	Telki	Napsugár utca	*			2089	Telki	Napsugár út	*		
*	2092	Budakeszi	Budaörsi utca	2749/8 HRSZ			2092	Budakeszi	Budaörsi út		2749/8	
*	2092	Budakeszi	Fő u.	*			2092	Budakeszi	Fő utca	*		
*	2092	Budakeszi	Fő út	*			2092	Budakeszi	Fő utca	*		
*	2092	Budakeszi	Szőlőskert út	*			2092	Budakeszi	Szőlőskert utca	*		
*	2094	Nagykovácsi	Kossuth utca	*			2094	Nagykovácsi	Kossuth Lajos utca	*		
*	2094	Nagykovácsi	Nagykovácsi utca	6/E			2094	Nagykovácsi	Nagykovácsi út	6/e		
*	2095	Pilisszántó	Kossuth utca	*			2095	Pilisszántó	Kossuth Lajos utca	*		
*	2096	Üröm	Bécsi utca	*			2096	Üröm	Bécsi út	*		
*	2100	Gödöllo	Dózsa György út	*			2100	Gödöllő	Dózsa György út	*		
*	2100	Gödöllő	Dózsa gy. út	*			2100	Gödöllő	Dózsa György út	*		
*	2100	Gödöllő	Kossuth út	*			2100	Gödöllő	Kossuth Lajos utca	*		
*	2100	Gödöllő	Kossuth utca	*			2100	Gödöllő	Kossuth Lajos utca	*		
hupostapo	2102	Gödöllő	Szabadság utca	179			2102	Gödöllő	Szabadság út	179		
*	2111	Szada	Dózsa György utca	*			2111	Szada	Dózsa György út	*		
*	2112	Veresegyház	Budapesti utca	*			2112	Veresegyház	Budapesti út	*		
*	2112	Veresegyház	Fő utca	*			2112	Veresegyház	Fő út	*		
*	2112	Veresegyház	Fő utca				2112	Veresegyház	Fő út			
*	2112	Veresegyház	Gödöllői út	2/A			2112	Veresegyház	Gödöllői utca	2/a		
*	2117	Isaszeg	Ady Endre út	35/B			2117	Isaszeg	Ady Endre utca	35/b		
*	2117	Isaszeg	Rákóczi utca		455		2117	Isaszeg	Rákóczi út		455	
*	2118	Dány	Szabadság utca	*			2118	Dány	Szabadság út	*		
*	2120	Dunakeszi	Béke út	3/A			2120	Dunakeszi	Béke utca	3/a		
*	2120	Dunakeszi	Fő utca	*			2120	Dunakeszi	Fő út	*		
*	2120	Dunakeszi	Madách utca	*			2120	Dunakeszi	Madách Imre utca	*		
*	2120	Dunakeszi	2/a főút				2120	Dunakeszi	M2 autóút			
*	2120	Dunakeszi	Toldi M. u.	*			2120	Dunakeszi	Toldi utca	*		
hupostapo	2122	Dunakeszi	Barátság út	27			2122	Dunakeszi	Barátság útja	27		
*	2131	Göd	Pesti út	176			2132	Göd	Pesti út	176		
*	2133	Sződliget	Somogyi Béla utca	*			2133	Sződliget	Somogyi Bacsó Béla utca	*		
*	2135	Csörög	Kisfaludy út	*			2135	Csörög	Kisfaludy utca	*		
*	2141	Csömör	Laki sarok		3521		2141	Csömör	Laki utca		3521	
*	2142	Nagytarcsa	Zrínyi utca	*			2142	Nagytarcsa	Zrínyi Miklós utca	*		
*	2144	Kistarcsa	Szabadság utca	*			2143	Kistarcsa	Szabadság út	*		
*	2151	Fót	Fehérkő út	*			2151	Fót	Fehérkő utca	*		
*	2151	Fót	Szabadság út	*			2151	Fót	Károlyi István utca	*		
*	2151	Fót	Szabó Dezső utca	2/B			2151	Fót	Szabó Dezső út	2/b		
hupostapo	2152	Fót	Németh Kálmán út	40			2152	Fót	Németh Kálmán utca	40		
*	2161	Csomád	Kossuth Lajos utca	*			2161	Csomád	Kossuth Lajos út	*		
*	2163	Vácrátót	Kossuth utca				2163	Vácrátót	Kossuth Lajos utca			
*	2163	Vácrátót	Petőfi tér	*			2163	Vácrátót	Petőfi Sándor tér	*		
*	2166	Püspökszilágy	Kossuth utca	*			2166	Püspökszilágy	Kossuth Lajos utca	*		
*	2170	Aszód	Kossuth Lajos út	*			2170	Aszód	Kossuth Lajos utca	*		
*	2174	Verseg	Fő út	*			2174	Verseg	Fő utca	*		
*	2176	Erdőkürt	Tanács út	*			2176	Erdőkürt	2949280	*		
*	2177	Erdőtarcsa	Iskola út	*			2177	Erdőtarcsa	Iskola utca	*		
*	2182	Domony	Fő út	*			2182	Domony	Fő utca	*		
*	2183	Galgamácsa	Petőfi út	*			2183	Galgamácsa	Petőfi utca	*		
*	2191	Bag	Dózsa György utca	*			2191	Bag	Dózsa György út	*		
*	0	Bag	M3 autópálya	*			2191	Bag	M3 autópálya	*		
*	2194	Tura	Rákóczi Ferenc út	*			2194	Tura	Rákóczi Ferenc utca	*		
*	2194	Tura	Táncsics Mihály utca	*			2194	Tura	Táncsics Mihály út	*		
*	2200	Monor	Ady Endre utca	*			2200	Monor	Ady Endre út	*		
*	2200	Monor	Kossuth Lajos utca	*			2200	Monor	Kossuth Lajos út	*		
*	2200	Monor	Kossuth Lajos utca	71/A			2200	Monor	Kossuth Lajos út	71/a		
*	2200	Monor	Vasadi utca	*			2200	Monor	Vasadi út	*		
*	2214	Pánd	Fő utca	*			2214	Pánd	Fő út	*		
*	2220	Vecsés	Leiningen Károly utca	*			2220	Vecsés	Gróf Leiningen Károly utca	*		
*	2220	Vecsés	Széchenyi utca	*			2220	Vecsés	Széchenyi út	*		
*	2225	Üllő	PESTI út				2225	Üllő	Pesti út			
*	2230	Gyömrő	Mendei utca	*			2230	Gyömrő	Mendei út	*		
*	2234	Maglód	Eszterházy J. utca	*			2234	Maglód	Eszterházy János utca	*		
*	2234	Maglód	Fő utca	*			2234	Maglód	Fő út	*		
*	2234	Maglód	Jászberényi utca				2234	Maglód	Jászberényi út			
*	2235	Mende	Fő utca	*			2235	Mende	Fő út	*		
*	2243	Kóka	Dózsa György utca	*			2243	Kóka	Dózsa György út	*		
*	2244	Úri	Rákóczi utca	*			2244	Úri	Rákóczi út	*		
*	2253	Tápióság	Rákóczi utca	*			2253	Tápióság	Rákóczi Ferenc utca	*		
*	2310	Szigetszentmiklós	Bajcsy Zs. u.	1/A			2310	Szigetszentmiklós	Bajcsy-Zsilinszky utca	1/a		
*	2310	Szigetszentmiklós	Ifjúság utca	*			2310	Szigetszentmiklós	Ifjúság útja	*		
*	2310	Szigetszentmiklós	Ipartelep Leshegy út	1/A			2310	Szigetszentmiklós	Leshegy utca	1/a		
*	2310	Szigetszentmiklós	Rákóczi ferenc út				2310	Szigetszentmiklós	Rákóczi utca			
*	2310	Szigetszentmiklós	Szentmiklósi út	*			2310	Szigetszentmiklós	Szent Miklós útja	*		
*	2314	Halásztelek	II. Rákóczi Ferenc utca	*			2314	Halásztelek	II. Rákóczi Ferenc út	*		
*	2316	Tököl	Fő út	*			2316	Tököl	Fő utca	*		
*	2316	Tököl	Hermina utca 1-3., sziget				2316	Tököl	Hermina utca	1-3		
hupostapo	2320	Tököl	Duna út	2			2320	Tököl	Duna utca	2		
*	2330	Dunaharaszti	Fő utca	*			2330	Dunaharaszti	Fő út	*		
hupostapo	2333	Dunaharaszti	Fő utca	106-108			2333	Dunaharaszti	Fő út	106-108		
*	2335	Taksony	Széchenyi utca	*			2335	Taksony	Széchenyi István út	*		
*	2339	Majosháza	Rákóczi út	*			2339	Majosháza	Rákóczi utca	*		
*	2340	Kiskunlacháza	DÓZSA GYÖRGY út	*			2340	Kiskunlacháza	Dózsa György út	*		
*	2340	Kiskunlacháza	Dózsa György utca	1/A			2340	Kiskunlacháza	Dózsa György út	1/a		
*	2340	Kiskunlacháza	Rákóczi Ferenc utca	*			2340	Kiskunlacháza	Rákóczi út	*		
*	2340	Kiskunlacháza	Rákóczi utca	*			2340	Kiskunlacháza	Rákóczi út	*		
*	2347	Bugyi	Templom út	*			2347	Bugyi	Templom utca	*		
*	2351	Alsónémedi	Fő utca	*			2351	Alsónémedi	Fő út	*		
*	2360	Gyál	Körösi út	*			2360	Gyál	Kőrösi út	*		
*	2363	Felsőpakony	Eötvös utca	*			2363	Felsőpakony	Eötvös József utca	*		
*	2365	Inárcs	Széchenyi utca	*			2365	Inárcs	Széchenyi István út	*		
*	2366	Kakucs	Sas telep	*			2366	Kakucs	Sastelep	*		
*	2372	Dabas	Falu Tamás utca	4			2370	Dabas	Falu Tamás utca	4		
*	2370	Dabas	Pesti út	*			2370	Dabas	2949292	*		
*	2370	Dabas	50. számú főközlekedési út				2370	Dabas	5. számú főközlekedési út			
*	2371	Dabas	Szent János utca	*			2371	Dabas	Szent János út	*		
hupostapo	2372	Dabas	Szent István utca	22			2372	Dabas	Szent István út	22		
*	2377	Örkény	Piac tér	*			2377	Örkény	2571613	*		
*	2381	Táborfalva	Körösi út	*			2381	Táborfalva	Kőrösi utca	*		
*	2400	Dunaújváros	Aranyvölgyi utca				2400	Dunaújváros	Aranyvölgyi út			
hupostacso	2401	Dunaújváros	Béke körút	3			2400	Dunaújváros	Béke körút	3		
*	2400	Dunaújváros	Bercsényi utca	*			2400	Dunaújváros	Bercsényi Miklós utca	*		
*	2400	Dunaújváros	Dózsa György utca	*			2400	Dunaújváros	Dózsa György út	*		
*	2400	Dunaújváros	Dózsa Gy. u.	*			2400	Dunaújváros	Dózsa György út	*		
*	2400	Dunaújváros	Dózsa György utca	4/B			2400	Dunaújváros	Dózsa György út	4/b		
*	2400	Dunaújváros	Esze Tamás út	*			2400	Dunaújváros	Esze Tamás utca	*		
*	2400	Dunaújváros	Lánczos Kornél utca	*			2400	Dunaújváros	Láncos Kornél utca	*		
*	2400	Dunaújváros	Magyar út 11., park				2400	Dunaújváros	Magyar út	11		
*	2400	Dunaújváros	Martinovics Ignác út				2400	Dunaújváros	Martinovics Ignác utca			
*	2400	Dunaújváros	TS M6 autópálya	*			2400	Dunaújváros	M6 autópálya	*		
*	2400	Dunaújváros	Táncsics utca	*			2400	Dunaújváros	Táncsics Mihály utca	*		
*	2422	Mezőfalva	Fehérvári út	*			2422	Mezőfalva	Fehérvári utca	*		
*	2422	Mezőfalva	József Nándor utca	*			2422	Mezőfalva	József nádor utca	*		
*	2422	Mezőfalva	Semmelweis utca	*			2422	Mezőfalva	Semmelweis Ignác utca	*		
*	2425	Nagykarácsony	Rákóczi utca	*			2425	Nagykarácsony	Rákóczi Ferenc utca	*		
*	2432	Szabadegyháza	István utca	*			2432	Szabadegyháza	István út	*		
*	2435	Nagylók	Hunyadi János utca	*			2435	Nagylók	Hunyadi út	*		
*	2435	Nagylók	Hunyadi utca	2/A			2435	Nagylók	Hunyadi út	2/a		
*	2440	Szazhalombatta	Damjanich utca	*			2440	Százhalombatta	Damjanich utca	*		
*	2443	Százhalombatta	DUFI Olajmunkás út	2			2440	Százhalombatta	Olajmunkás utca	2		
*	2440	Százhalombatta	Vörösmarty Mihály utca	2/A			2440	Százhalombatta	Vörösmarty utca	2/a		
hupostapo	2444	Százhalombatta	Szent László út	17			2444	Százhalombatta	Szent László utca	17		
*	2451	Ercsi	Dózsa György  út	*			2451	Ercsi	Dózsa György út	*		
*	2455	Beloiannisz	Elektra utca	*			2455	Beloiannisz	Ilektrá utca	*		
*	2456	Besnyő	Petőfi út	*			2456	Besnyő	Petőfi Sándor utca	*		
*	2457	Adony	Rákóczi utca	*			2457	Adony	Rákóczi Ferenc utca	*		
*	2458	Kulcs	Rákóczi Ferenc utca	*			2458	Kulcs	Rákóczi utca	*		
*	2461	Tárnok	M7 autópálya 26 km észak				2461	Tárnok	M7 autópálya			
*	2461	Tárnok	Rákóczi utca	*			2461	Tárnok	Rákóczi Ferenc út	*		
*	2462	Martonvásár	Bajcsy Zsilinszky út	*			2462	Martonvásár	Bajcsy-Zsilinszky Endre utca	*		
*	2462	Martonvásár	Bajcsy-ZsilinszkyE utca	*			2462	Martonvásár	Bajcsy-Zsilinszky Endre utca	*		
*	2462	Martonvásár	Fehérvár utca	1/A			2462	Martonvásár	Fehérvári út	1/a		
*	2462	Martonvásár	Szent László utca	*			2462	Martonvásár	Szent László út	*		
*	2463	Tordas	Köztársaság utca	*			2463	Tordas	Köztársaság út	*		
*	2464	Gyúró	Rákóczi út	*			2464	Gyúró	Rákóczi Ferenc utca	*		
*	2473	Kajászó	M7 autópálya	*			2472	Kajászó	M7 autópálya	*		
*	2475	Kápolnásnyék	7-es főközlekedési út	43 km			2475	Kápolnásnyék	7. számú főközlekedési út	43		
*	2475	Kápolnásnyék	7 főút				2475	Kápolnásnyék	7. számú főközlekedési út			
*	2481	Velence	M 7. autópálya				2481	Velence	M7 autópálya			
*	2481	Velence	Velence Tópart utca				2481	Velence	Tópart utca			
*	2483	Gárdony	BALATONI út		70/10		2483	Gárdony	Balatoni út		70/10	
*	2483	Gárdony	Szabadság utca	5			2483	Gárdony	Szabadság út	5		
*	2483	Gárdony	Szabadság utca				2483	Gárdony	Szabadság út			
*	2483	Gárdony	Fürdő tér	*			2484	Gárdony	Fürdő tér	*		
*	2083	Gárdony	Szabadság utca	239			2484	Gárdony	Szabadság út	239		
*	2490	Pusztaszabolcs	SZABOLCS liget	*			2490	Pusztaszabolcs	Szabolcs liget	*		
*	2509	Esztergom	Dobogókői út				2500	Esztergom	Dobogókői út			
*	2500	Esztergom	Mátyás Király út	*			2500	Esztergom	Mátyás király utca	*		
*	2500	Esztergom	Mátyás Király utca	*			2500	Esztergom	Mátyás király utca	*		
*	2500	Esztergom	Rudnay S. tér	*			2500	Esztergom	Rudnay Sándor tér	*		
*	2508	Esztergom	Hunyadi utca	*			2508	Esztergom	Hunyadi János utca	*		
*	2509	Esztergom	Damjanich utca	*			2509	Esztergom	Damjanich János út	*		
*	2500	Esztergom	Damjanich János út	*			2509	Esztergom	Damjanich János út	*		
*	2510	Dorog	Bécsi utca	*			2510	Dorog	Bécsi út	*		
hupostapo	2511	Dorog	Mária út	31/d			2511	Dorog	Mária utca	31/d		
*	2522	Dág	Széchenyi tér	*			2522	Dág	Széchenyi István tér	*		
hupostapo	2524	Nagysáp	Köztársaság tér	1./a			2524	Nagysáp	Köztársaság tér	1/a		
*	2526	Epöl	Kossuth utca	*			2526	Epöl	Kossuth Lajos utca	*		
*	2527	Máriahalom	Széchenyi Ferenc utca	*			2527	Máriahalom	Széchényi Ferenc utca	*		
*	2535	Mogyorósbánya	Szőlő sor	*			2535	Mogyorósbánya	Szőlősor utca	*		
*	2536	Nyergesújfalu	Kossuth utca	*			2536	Nyergesújfalu	Kossuth Lajos utca	*		
hupostapo	2542	Lábatlan	Rákóczi Ferenc utca	85			2542	Lábatlan	Rákóczi Ferenc út	85		
*	2543	Süttő	Rákóczi Ferenc út	*			2543	Süttő	Rákóczi Ferenc utca	*		
*	2544	Neszmély	Fő út	*			2544	Neszmély	Fő utca	*		
*	2600	Vác	Földváry Károly tér	*			2600	Vác	Földváry tér	*		
*	2600	Vác	Kőhídpart dülő	*			2600	Vác	Kőhíd-parti utca	*		
*	2600	Vác	Köztársaság utca	*			2600	Vác	Köztársaság út	*		
*	2600	Vác	Radnóti Miklós út	*			2600	Vác	Radnóti Miklós utca	*		
*	2600	Vác	Széchenyi u.	*			2600	Vác	Széchenyi utca	*		
*	0	Vác	Vác, Szent László út	*			2600	Vác	Szent László út	*		
*	2610	Nőtincs	Kossuth Lajos út	*			2610	Nőtincs	Kossuth utca	*		
*	2614	Penc	Rákóczi utca	*			2614	Penc	Rákóczi út	*		
*	2615	Csővár	Mikszáth utca	*			2615	Csővár	Mikszáth út	*		
*	2617	Alsópetény	Petőfi utca	*			2617	Alsópetény	Petőfi út	*		
*	2618	Nézsa	Szondi út	*			2618	Nézsa	Szondy út	*		
*	2621	Verőce	Rákóczi utca	*			2621	Verőce	Rákóczi út	*		
*	2623	Kismaros	Szokolyai utca	*			2623	Kismaros	Szokolyai út	*		
*	2625	Kóspallag	Szent István utca	*			2625	Kóspallag	Szent István út	*		
*	2628	Szob	Árpád út	*			2628	Szob	Árpád utca	*		
*	2638	Kemence	Fő út	*			2638	Kemence	Fő utca	*		
*	2639	Bernecebaráti	Széchenyi utca	*			2639	Bernecebaráti	Széchenyi út	*		
*	2644	Borsosberény	Rákóczi út	*			2644	Borsosberény	Rákóczi Ferenc utca	*		
*	2647	Hont	Ipoly út	*			2647	Hont	Ipoly utca	*		
*	2648	Patak	Kossuth Lajos utca	*			2648	Patak	Kossuth utca	*		
*	2651	Rétság	Pusztaszántói út	*			2651	Rétság	Pusztaszántói utca	*		
*	2652	Tereske	Kossuth Lajos út	*			2652	Tereske	Kossuth út	*		
hupostapo	2654	Romhány	Zrinyi út	10. C			2654	Romhány	Zrínyi Miklós út	10/c		
*	2660	Balassagyarmat	Mikszáth Kálmán utca	*			2660	Balassagyarmat	Mikszáth Kálmán út	*		
*	2660	Balassagyarmat	Rákóczi utca	*			2660	Balassagyarmat	Rákóczi fejedelem útja	*		
*	2660	Balassagyarmat	Rákóczi fejedelem út	*			2660	Balassagyarmat	Rákóczi fejedelem útja	*		
hupostapo	2661	Balassagyarmat	Rákóczi Fejedelem út	24			2661	Balassagyarmat	Rákóczi fejedelem útja	24		
hupostapo	2662	Balassagyarmat	Leiningen Károly út	29			2662	Balassagyarmat	Leiningen Károly utca	29		
*	2668	Patvarc	Gyarmati út	*			2668	Patvarc	Gyarmati utca	*		
*	2669	Ipolyvece	Dózsa György út	*			2669	Ipolyvece	Dózsa György utca	*		
*	2671	Őrhalom	Rákóczi utca	*			2671	Őrhalom	Rákóczi fejedelem útja	*		
*	2672	Hugyag	Kossuth Lajos utca	*			2672	Hugyag	Kossuth Lajos út	*		
*	2677	Herencsény	Kossuth Lajos utca	*			2677	Herencsény	Kossuth utca	*		
*	2681	Galgagyörk	Mácsai utca	*			2681	Galgagyörk	Mácsai út	*		
*	2682	Püspökhatvan	Szabadság út	*			2682	Püspökhatvan	Szabadság utca	*		
*	2686	Galgaguta	Kossuth utca	*			2686	Galgaguta	Kossuth Lajos út	*		
*	2687	Bercel	Baross Gábor út	*			2687	Bercel	Baross út	*		
*	2687	Bercel	Baross Gábor utca	*			2687	Bercel	Baross út	*		
*	2688	Vanyarc	Veres Pálné út	*			2688	Vanyarc	Veres Pálné utca	*		
*	2691	Nógrádkövesd	Madách Imre út	*			2691	Nógrádkövesd	Madách Imre utca	*		
*	2698	Mohora	Rákóczi út	*			2698	Mohora	Rákóczi utca	*		
*	2698	Mohora	Rákóczi út	47/C			2698	Mohora	Rákóczi utca	47/c		
*	2700	Cegléd	Kőrösi utca	*			2700	Cegléd	Kőrösi út	*		
humolfu	2700	Cegléd	Nagykőrösi út				2700	Cegléd	Külső Kőrösi út			
*	2700	Cegléd	Malomtószél utca	*			2700	Cegléd	Malomtó szél	*		
hupostapo	2703	Cegléd	Várkonyi utca	49			2703	Cegléd	Várkonyi István utca	49		
hupostapo	2704	Cegléd	Jászberényi utca	7			2704	Cegléd	Jászberényi út	7		
*	2711	Tápiószentmárton	Kossuth Lajos út	*			2711	Tápiószentmárton	Kossuth Lajos utca	*		
*	2721	Pilis	Kossuth Lajos utca	2/H			2721	Pilis	Kossuth Lajos út	2/h		
*	2723	Nyáregyháza	Nyáry Pál út	*			2723	Nyáregyháza	Nyári Pál út	*		
*	2723	Nyáregyháza	NYÁRY PÁL u	*			2723	Nyáregyháza	Nyári Pál út	*		
*	2740	Abony	Radák Katalin utca	.			2740	Abony	Radák Katalin utca			
*	2740	Abony	Vasút utca	*			2740	Abony	Vasút út	*		
*	2746	Jászkarajenő	Rákóczi utca	*			2746	Jászkarajenő	Rákóczi Ferenc utca	*		
*	2747	Törtel	Ceglédi utca	*			2747	Törtel	Ceglédi út	*		
*	2747	Törtel	Dózsa György utca	*			2747	Törtel	Dózsa György út	*		
*	2750	Nagykőrös	Ceglédi utca	*			2750	Nagykőrös	Ceglédi út	*		
*	0	Nagykőrös	Kecskeméti út	*			2750	Nagykőrös	Kecskeméti út	*		
*	2750	Nagykőrös	Kossuth Lajos utca	*			2750	Nagykőrös	Kossuth Lajos út	*		
hupostapo	2752	Nagykőrös	Örkény utca	13			2752	Nagykőrös	Örkényi út	13		
*	2760	Nagykáta	Dózsa György út	*			2760	Nagykáta	Dózsa György utca	*		
*	2765	Farmos	Jászberényi utca	*			2765	Farmos	Jászberényi út	*		
*	2800	Tatabánya	Dózsa utca	*			2800	Tatabánya	Dózsa György út	*		
hupostacso	2801	Tatabánya	Fő tér	30			2800	Tatabánya	Fő tér	30		
*	2800	Tatabánya	Gál lakótelep	*			2800	Tatabánya	Gál István lakótelep	*		
*	2800	Tatabánya	Győri utca	*			2800	Tatabánya	Győri út	*		
*	2800	Tatabánya	Jedlik Ányos út				2800	Tatabánya	Jedlik Ányos utca			
*	2800	Tatabánya	Károlyi út, Ságvári út	*			2800	Tatabánya	Károlyi Mihály utca	*		
*	2800	Tatabánya	köztársaság út				2800	Tatabánya	Köztársaság útja			
*	2800	Tatabánya	Vadász út	*			2800	Tatabánya	Vadász utca	*		
*	2800	Tatabánya	100. Sz. főút	*			2800	Tatabánya	1. számú főközlekedési út	*		
hupostapo	2801	Tatabánya	Bláthy Ottó út	1			2801	Tatabánya	Bláthy Ottó utca	1		
hupostapo	2803	Tatabánya	Bárdos László utca	2			2803	Tatabánya	2949284	2		
hupostapo	2805	Tatabánya	Szent István utca	21			2805	Tatabánya	Szent István út	21		
*	2821	Gyermely	Petőfi tér	*			2821	Gyermely	Petőfi Sándor tér	*		
*	2831	Tarján	Vadász utca	*			2831	Tarján	Vadász út	*		
*	2837	Vértesszőlős	Határ utca	*			2837	Vértesszőlős	Határ út	*		
*	2837	Vértesszőlős	Határ utca	43468			2837	Vértesszőlős	Határ út		43468	
*	2840	Oroszlány	Rákóczi út	*			2840	Oroszlány	Rákóczi Ferenc út	*		
*	2840	Oroszlány	Táncsics Mihály utca	1/A			2840	Oroszlány	Táncsics Mihály út	1/a		
*	2854	Dad	Dózsa utca	*			2854	Dad	Dózsa György út	*		
*	2859	Vérteskethely	Kossuth Lajos út	*			2859	Vérteskethely	Kossuth Lajos utca	*		
*	2870	Kisbér	Kossuth utca	*			2870	Kisbér	Kossuth Lajos utca	*		
*	2881	Ászár	GYŐRI út	*			2881	Ászár	Győri út	*		
*	0	Ászár	Győri út	*			2881	Ászár	Győri út	*		
*	2881	Ászár	Köztársaság utca	*			2881	Ászár	2949324	*		
*	2890	Tata	Fekete utca 1. - Gottwald hotel				2890	Tata	Fekete út	1		
*	2890	Tata	Május 1 út	*			2890	Tata	Május 1. út	*		
*	2890	Tata	Május 1 út				2890	Tata	Május 1. út			
*	2900	Komárom	Bajcsy-Zsilinszky Endre utca	*			2900	Komárom	Bajcsy-Zsilinszky utca	*		
*	2900	Komárom	Klapka György utca	*			2900	Komárom	Klapka György út	*		
hupostapo	2901	Komárom	Czibor Zoltán utca	3			2901	Komárom	Czibor utca	3		
*	2900	Komárom	Bánki Donát utca	*			2903	Komárom	Bánki Donát utca	*		
*	2911	Mocsa	M1 autópálya Igmándi pihenő				2911	Mocsa	M1 autópálya			
hupostapo	2911	Mocsa	Szőlő utca	46./a			2911	Mocsa	Szőlő utca	46/a		
*	2931	Almásfüzitő	Petőfi tér	*			2931	Almásfüzitő	Petőfi Sándor tér	*		
*	2941	Ács	Fő út	*			2941	Ács	Fő utca	*		
*	2943	Bábolna	Mészáros út	7/B			2943	Bábolna	Mészáros utca	7/b		
*	2944	Bana	Mártírok út	*			2944	Bana	Mártírok útja	*		
*	2949	Csém	13 AS főút				2949	Csém	13. számú főközlekedési út			
*	3000	Hatvan	Bibó István út	*			3000	Hatvan	Bibó István utca	*		
*	3000	Hatvan	Grassalkovich utca	*			3000	Hatvan	Grassalkovich út	*		
*	3011	Heréd	Arany János út	*			3011	Heréd	Arany János utca	*		
*	3013	Ecséd	Szabadság út	*			3013	Ecséd	Szabadság utca	*		
*	3014	Hort	Kossuth út	*			3014	Hort	Kossuth Lajos út	*		
*	3015	Csány	Petőfi út	*			3015	Csány	Petőfi Sándor utca	*		
*	3016	Boldog	Hunyadi út	*			3016	Boldog	Hunyadi János út	*		
*	3023	Petőfibánya	Bánya utca	*			3023	Petőfibánya	Bánya út	*		
*	3023	Petőfibánya	Mária út	*			3023	Petőfibánya	Mária utca	*		
*	3024	Lőrinci	Cukorgyár út	*			3024	Lőrinci	Cukorgyári út	*		
*	3032	Apc	Petőfi út	*			3032	Apc	Petőfi Sándor utca	*		
*	3033	Rózsaszentmárton	Deák Ferenc út	*			3033	Rózsaszentmárton	Deák Ferenc utca	*		
*	3034	Szűcsi	Petőfi út	*			3034	Szűcsi	Petőfi Sándor utca	*		
*	3036	Gyöngyöstarján	Dobó út	*			3036	Gyöngyöstarján	Dobó István utca	*		
*	3042	Palotás	Bajcsy-Zsilinszky út	*			3042	Palotás	Bajcsy-Zsilinszky utca	*		
